,title,description,web_url,category,origen,notes_ca,url_busqueda_ca,organization_parent_name_ca
79,Eleccions Generals novembre 2019 (participació),Dades de participació a les eleccions generals de novembre de 2019.,https://opendata.l-h.cat/Sector-públic/Eleccions-Generals-novembre-2019-participació-/vap4-dm2w,Sector públic,hospitalet,,,
80,Eleccions al Parlament de Catalunya setembre 2015 (resultats),Resultats de les eleccions al Parlament de Catalunya de setembre de 2015.,https://opendata.l-h.cat/Sector-públic/Eleccions-al-Parlament-de-Catalunya-setembre-2015-/bpzh-yvmi,Sector públic,hospitalet,,,
81,Eleccions municipals maig 2019 (participació),Avanços de participació a les eleccions municipals del 26 de maig del 2019.,https://opendata.l-h.cat/Sector-públic/Eleccions-municipals-maig-2019-participació-/3jf3-er2f,Sector públic,hospitalet,,,
82,Eleccions al Parlament de Catalunya setembre 2015 (participació),Dades de participació per mesa a les eleccions al Parlament de Catalunya de setembre de 2015.,https://opendata.l-h.cat/Sector-públic/Eleccions-al-Parlament-de-Catalunya-setembre-2015-/jbgi-sb4y,Sector públic,hospitalet,,,
83,Eleccions Generals novembre 2019 (resultats),Resultats electorals de les eleccions generals de novembre de 2019.,https://opendata.l-h.cat/Sector-públic/Eleccions-Generals-novembre-2019-resultats-/wz8v-jbqh,Sector públic,hospitalet,,,
84,Eleccions al Parlament Europeu maig 2019 (resultats),Resultats per mesa de les eleccions europees de maig de 2019.,https://opendata.l-h.cat/Sector-públic/Eleccions-al-Parlament-Europeu-maig-2019-resultats/x8j2-npky,Sector públic,hospitalet,,,
85,Mapa dels districtes,Mapa de la delimitació dels districtes de L'Hospitalet de Llobregat,https://opendata.l-h.cat/Urbanisme-i-infraestructures/Mapa-dels-districtes/wcvs-xtts,Urbanisme i infraestructures,hospitalet,,,
86,Eleccions al Parlament Europeu maig 2019 (participació),Dades de participació a les eleccions europees de maig de 2019.,https://opendata.l-h.cat/Sector-públic/Eleccions-al-Parlament-Europeu-maig-2019-participa/5c6v-p343,Sector públic,hospitalet,,,
87,Eleccions Generals desembre 2015 (participació),Dades de participació a les eleccions generals de desembre de 2015.,https://opendata.l-h.cat/Sector-públic/Eleccions-Generals-desembre-2015-participació-/gv35-udzu,Sector públic,hospitalet,,,
88,Divisions territorials - Seccions censals,Delimitació de les seccions censals de L'Hospitalet de Llobregat,https://opendata.l-h.cat/Urbanisme-i-infraestructures/Divisions-territorials-Seccions-censals/jeih-52jn,Urbanisme i infraestructures,hospitalet,,,
89,Baròmetre municipal de l'any 2021,Baròmetre municipal de l'any 2021,https://opendata.l-h.cat/Sector-públic/Baròmetre-municipal-de-l-any-2021/k4j7-42rc,Sector públic,hospitalet,,,
90,Divisions territorials - Districtes,Delimitació dels districtes de L'Hospitalet de Llobregat,https://opendata.l-h.cat/Urbanisme-i-infraestructures/Divisions-territorials-Districtes/xapm-8v8y,Urbanisme i infraestructures,hospitalet,,,
91,Eleccions Generals abril 2019 (participació),Dades de participació de les eleccions generals d'abril de 2019.,https://opendata.l-h.cat/Sector-públic/Eleccions-Generals-abril-2019-participació-/2r7q-xyyc,Sector públic,hospitalet,,,
92,Mapa de les seccions censals,Mapa amb la delimitació de les seccions censals de L'Hospitalet de Llobregat,https://opendata.l-h.cat/Urbanisme-i-infraestructures/Mapa-de-les-seccions-censals/k3mk-jgrg,Urbanisme i infraestructures,hospitalet,,,
93,mapa21,-,https://opendata.l-h.cat/dataset/mapa21/b4ye-va7e,-,hospitalet,,,
94,Divisions territorials - Àrees Bàsiques de Salut,Àrees Bàsiques de Salut de L'Hospitalet de Llobregat.,https://opendata.l-h.cat/Salut/Divisions-territorials-Àrees-Bàsiques-de-Salut/a7xh-cy3r,Salut,hospitalet,,,
95,Divisions territorials - Zones educatives,Zones educatives de la ciutat,https://opendata.l-h.cat/Sector-públic/Divisions-territorials-Zones-educatives/9jxc-7ezv,Sector públic,hospitalet,,,
96,Mapa de les zones educatives,Zones educatives de la ciutat,https://opendata.l-h.cat/Sector-públic/Mapa-de-les-zones-educatives/azyd-jtd9,Sector públic,hospitalet,,,
97,Divisions territorials - Codis postals,Delimitació dels codis postals a L'Hospitalet de Llobregat,https://opendata.l-h.cat/Urbanisme-i-infraestructures/Divisions-territorials-Codis-postals/q3wg-7n6i,Urbanisme i infraestructures,hospitalet,,,
0,Unitats administratives  de la ciutat de Barcelona,,,,barcelona,"Detall de les unitats administratives  de la ciutat de Barcelona:  districtes, barris, àrea interès, àrees estadístiques bàsiques (AEB) i seccions censals  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=20170706-districtes-barris,Administració
1,Accessibilitat a la via pública de la ciutat de Barcelona,,,,barcelona,Llista geolocalitzada dels paràmetres d'accessibilitat de la ciutat de Barcelona.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accessibilitat-via-publica,Territori
2,Descripció de la causalitat dels accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona,,,,barcelona,"Llistat de de la causalitat dels accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona. Un accident pot tenir una o més causes mediates les quals fan referència a factors externs del resultat en temps, lloc o grau (ex: Alcoholèmia i Excés de velocitat o inadequada).      ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accidents-causes-gu-bcn,Ciutat i serveis
3,Accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona,,,,barcelona,"Llistat dels accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona. Incorpora el número de lesionats segons gravetat, el número de vehicles implicats i el punt d'impacte.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accidents-gu-bcn,Ciutat i serveis
4,Persones involucrades en accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona,,,,barcelona,"Llistat de les persones que han estat involucrades en un accident gestionats per la Guàrdia Urbana a la ciutat de Barcelona i que han sofert algun tipus de lesió ( ferit lleu, ferit greu o mort). Inclou descripció de la persona (conductor, passatger o vianant), sexe, edat, vehicle associat a la persona i si la causa ha sigut del vianant.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accidents-persones-gu-bcn,Ciutat i serveis
5,Accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona segons tipologia,,,,barcelona,Llistat dels tipus d’accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona. Un accident pot estar tipificat com més d’un tipus ( ex: caiguda (dues rodes) i abasti).  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accidents-tipus-gu-bcn,Ciutat i serveis
6,Vehicles implicats en accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona,,,,barcelona,"Llistat dels vehicles implicats en accidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona. Un accident pot tenir associat més d’un vehicle. Inclou si la causa és del vianant, el tipus de vehicle, model, marca, color i tipus carnet i antiguitat de la persona que ho conduïa.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accidents-vehicles-gu-bcn,Ciutat i serveis
7,Accions formatives adreçades al personal municipal de la ciutat de Barcelona,,,,barcelona,"Llista de les accions de formació transversals planificades, adreçades al personal municipal, formulades d’acord amb els objectius i projectes propis de cada àmbit municipal.     ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=accions-formatives-adrecades-al-personal,Administració
8,Nombre d'entrades i sortides d'animals al Centre d'Acollida d'Animals de Companyia de Barcelona,,,,barcelona,"Nombre de gossos i gats gestionats pel Centre d'Acollida d'Animals de Companyia de Barcelona (CAACB). Les dades detallen els recollits de la via pública, els rescatats pel seu propietari i els adoptats.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=acollida-animals,Ciutat i serveis
9,Agenda d'actes de l'Anella Olímpica de la ciutat de Barcelona,,,,barcelona,"Agenda dels actes que es celebren a les instal·lacions que formen part de l'Anella Olímpica: Palau Sant Jordi, Sant Jordi Club i Estadi Olímpic.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=actes-anella,Ciutat i serveis
10,Equipaments de l'Administració autonòmica a la ciutat de Barcelona,,,,barcelona,Equipaments de l'Administració autonòmica a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=administracio-autonomica,Administració
11,Equipaments de l'Administració estatal a la ciutat de Barcelona,,,,barcelona,Equipaments de l'Administració estatal a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=administracio-estatal,Administració
12,Equipaments de l'Administració municipal a la ciutat de Barcelona,,,,barcelona,Equipaments de l'Administració municipal a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=administracio-municipal,Administració
13,Tipus de tecnologia dels equipaments d'aforaments de mobilitat de la ciutat de Barcelona,,,,barcelona,Tipus de tecnologia usada en els equipaments per registrar aforaments de mobilitat a la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aforament-tipus-equipament,Ciutat i serveis
14,Equipaments de mesura d'aforaments de mobilitat de la ciutat de Barcelona,,,,barcelona,Detall dels aparells que conformen l'equipament de mesura dels aforaments de mobilitat a la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aforaments-descriptiu,Ciutat i serveis
15,Detall dels aforaments de mobilitat de la ciutat de Barcelona,,,,barcelona,Detall de les dades comptabilitzades als aforaments de mobilitat de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aforaments-detall,Ciutat i serveis
16,Agenda d'activitats esportives de la ciutat de Barcelona,,,,barcelona,"Agenda de competicions, actes populars i altres esdeveniments esportius.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-activitats-esportives,Ciutat i serveis
17,Agenda cultural de la ciutat de Barcelona,,,,barcelona,Activitats culturals de la ciutat de Barcelona classificada per temàtiques.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-cultural,Ciutat i serveis
18,Agenda d'actes i activitats de la ciutat de Barcelona,,,,barcelona,Agenda d'actes i activitats de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=agenda-diaria,Ciutat i serveis
19,Altres tipus d'allotjaments de la ciutat de Barcelona,,,,barcelona,"Llistat de diferents tipus d'allotjaments de la ciutat de Barcelona entre els que s'inclou albergs, apartaments, col·legis majors, residències...",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=allotjaments-altres,Ciutat i serveis
20,Hotels de la ciutat de Barcelona,,,,barcelona,Llistat dels hotels de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=allotjaments-hotels,Ciutat i serveis
21,Pensions de la ciutat de Barcelona,,,,barcelona,Llista de les pensions de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=allotjaments-pensions,Ciutat i serveis
22,Ampliació de voreres de la ciutat de Barcelona,,,,barcelona,Ampliació de voreres de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ampliacio-voreres-bici-bcn,Ciutat i serveis
23,Aparcaments a la ciutat de Barcelona,,,,barcelona,Aparcaments a la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-bcn,Ciutat i serveis
24,Aparcaments amb servei per a bicis a la ciutat de Barcelona,,,,barcelona,Aparcaments amb servei per bicis a la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-servei-bicis,Ciutat i serveis
25,Inventari d'aparcaments sota superfície de la xarxa B:SM a la ciutat de Barcelona,,,,barcelona,Inventari d'aparcaments  de rotació de la xarxa de B:SM (Barcelona de Serveis Municipals) a la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aparcaments-sota-superficie,Ciutat i serveis
26,Arbrat dels parcs de la ciutat de Barcelona,,,,barcelona,"L'arbrat de parcs de la ciutat de Barcelona està constituït per els arbres situats dins dels espais verds. Aporta beneficis a la ciutat i la ciutadania com ara la protecció contra el soroll, l'absorció de CO2, l'ombra i també té una funció ornamental.       Aquest dataset és complementari del d'[__Arbrat viari de la ciutat de Barcelona__](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-viari) i del d'[__Arbrat de zona de la ciutat de Barcelona__](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-zona).",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbrat-parcs,Ciutat i serveis
27,Arbrat viari de la ciutat de Barcelona,,,,barcelona,"L'arbrat viari de la ciutat de Barcelona està constituit per els arbres situats als carrers i que es troben generalment en un escocell. Aporta beneficis a la ciutat i la ciutadania com ara la protecció contra el soroll, l'absorció de CO2, l'ombra i també té una funció ornamental.    Aquest dataset és complementari de l'__[Arbrat de zona de la ciutat de Barcelona](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-zona)__ i de l'__[Arbrat dels parcs de la ciutat de Barcelona](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-parcs)__.      ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbrat-viari,Ciutat i serveis
28,Arbrat de zona de la ciutat de Barcelona,,,,barcelona,"L'arbrat  de zona de la ciutat de Barcelona és el que se situa a les places, parterres, glorietes o petits espais enjardinats. Aporta beneficis a la ciutat i la ciutadania com ara la protecció contra el soroll, l'absorció de CO2, l'ombra i també té una funció ornamental.    Aquest dataset és complementari del d'__[Arbrat viari de la ciutat de Barcelona](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-viari)__ i de l' __[Arbrat de parcs de la ciutat de Barcelona](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/arbrat-parcs)__.    ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbrat-zona,Ciutat i serveis
29,Arbres d'interès local de la ciutat de Barcelona,,,,barcelona,Arbres catalogats de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arbres-interes-local,Ciutat i serveis
30,Àrees d'esbarjo de gossos de la ciutat de Barcelona,,,,barcelona,Àrees d'esbarjo de gossos de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=arees-esbarjo-gossos-bcn,Ciutat i serveis
31,Autoritzacions de terrasses excepcionals (DECRET 21/5) a l’espai d’ús públic de la ciutat de Barcelona,,,,barcelona,Autoritzacions de les terrasses excepcionals (DECRET 21/5) a l'espai d'ús públic a la ciutat de Barcelona. Es tracta de negocis de restauració i comerç alimentari que per tipologia concreta és permesa l'autorització.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=aut-terrasses-excep-decret-21-5,Economia i empresa
32,Autenticacions als punts de recàrrega del vehicle elèctric de la ciutat de Barcelona,,,,barcelona,Autenticacions als punts de recàrrega del vehicle elèctric de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=autenticacions-punts-recarrega-electric,Ciutat i serveis
33,Bancs del temps a la ciutat de Barcelona ,,,,barcelona,Bancs del temps a la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=bancs-del-temps-bcn,Ciutat i serveis
34,Projectes subvencionats en la convocatòria “Impulsem el que fas” de l'agència Barcelona Activa de l'Ajuntament de Barcelona,,,,barcelona,"Projectes subvencionats en la convocatòria ""Impulsem el que fas"", iniciativa que dóna suport als projectes territorials que fomenten l'ocupació, l'emprenedoria i l'empresa, les economies comunitàries i la innovació social i digital.     De caràcter anual, és impulsada per la Direcció Operativa de Desenvolupament de Proximitat de Barcelona Activa, l'agència de desenvolupament local de l'Ajuntament de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=barcelona-activa-projectes,Economia i empresa
35,Benzineres a la ciutat de Barcelona,,,,barcelona,Benzineres a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=benzineres,Ciutat i serveis
36,Serveis relacionats amb bicicletes a la ciutat de Barcelona,,,,barcelona,Empreses de lloguer i altres  serveis relacionats amb bicicletes a la ciutat de Barcelona . No  inclou els aparcaments. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=bicicletes,Ciutat i serveis
37,Estacions de Bicing de la ciutat de Barcelona (Mecàniques i elèctriques),,,,barcelona,"Estacions de Bicing , mecàniques i elèctriques, de la ciutat de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=bicing,Ciutat i serveis
38,Cost de les campanyes de publicitat encarregades per l'Ajuntament de Barcelona i les seves entitats municipals.,,,,barcelona,Informació bàsica sobre els costos de les diferents campanyes de publicitat encarregades per l’Ajuntament i les seves entitats municipals.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=campanyes-publicitat-institucional,Administració
